frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyelid_gap_ratio,right_eyelid_gap_ratio
0,1.0,0.0,0.0,0.0,1.0,1.0,0.1708446552,0.1445183498,0.0271897316,0.022567451
1,1.0,0.0,0.0,0.0,1.0,1.0,0.1617982625,0.1430234739,0.02602386475,0.02249979973
2,1.0,0.0,0.0,0.0,1.0,1.0,0.1614744642,0.1383309282,0.02591121197,0.02181994915
3,1.0,0.0,0.0,0.0,1.0,1.0,0.166290873,0.1417890817,0.0265314579,0.02219974995
4,1.0,0.0,0.0,0.0,1.0,1.0,0.1625802001,0.138811241,0.02565133572,0.0216011405
5,1.0,0.0,0.0,0.0,1.0,1.0,0.1545528672,0.1275511333,0.02456963062,0.01992869377
6,1.0,0.0,0.0,0.0,1.0,1.0,0.1513785027,0.1327928098,0.02405077219,0.02077108622
7,1.0,0.0,0.0,0.0,1.0,1.0,0.1487061255,0.1324346528,0.02346771955,0.02046597004
8,1.0,0.0,0.0,0.0,1.0,1.0,0.1506007354,0.1310457619,0.02413535118,0.02056992054
9,1.0,0.0,0.0,0.0,1.0,1.0,0.1538934221,0.1284491147,0.02431690693,0.01994526386
10,1.0,0.0,0.0,0.0,1.0,1.0,0.1516393862,0.1319684859,0.02431595325,0.02072381973
11,1.0,0.0,0.0,0.0,1.0,1.0,0.1499164853,0.1262452306,0.02366346121,0.01958352327
12,1.0,0.0,0.0,0.0,1.0,1.0,0.1520521285,0.1345400007,0.02412086725,0.02086853981
13,1.0,0.0,0.0,0.0,1.0,1.0,0.1560022077,0.1327927678,0.02490031719,0.02079582214
14,1.0,0.0,0.0,0.0,1.0,1.0,0.1517923783,0.1340715073,0.02435004711,0.02106690407
15,1.0,0.0,0.0,0.0,1.0,1.0,0.1513784366,0.1332589067,0.02407163382,0.02078914642
16,1.0,0.0,0.0,0.0,1.0,1.0,0.1545528072,0.1315056222,0.02452808619,0.02044010162
17,1.0,0.0,0.0,0.0,1.0,1.0,0.1588856564,0.1305890279,0.02557116747,0.02062189579
18,1.0,0.0,0.0,0.0,1.0,1.0,0.1517924338,0.1327930438,0.02416992188,0.02063947916
19,1.0,0.0,0.0,0.0,1.0,1.0,0.1561094239,0.1336060365,0.02497720718,0.02090489864
20,1.0,0.0,0.0,0.0,1.0,1.0,0.1549389992,0.1340715932,0.02479797602,0.02098292112
21,1.0,0.0,0.0,0.0,1.0,1.0,0.1523119693,0.1350124519,0.02418768406,0.02092647552
22,1.0,0.0,0.0,0.0,1.0,1.0,0.1520519907,0.1350122969,0.02401602268,0.02077788115
23,1.0,0.0,0.0,0.0,1.0,1.0,0.1540237022,0.1332588397,0.02445352077,0.02064961195
