frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyelid_gap_ratio,right_eyelid_gap_ratio
0,1.0,0.0,0.0,0.0,1.0,1.0,0.324779501,0.3400164608,0.0554766655,0.05306464434
1,1.0,0.0,0.0,0.0,1.0,1.0,0.3300483668,0.3320293909,0.05708003044,0.0530602932
2,1.0,0.0,0.0,0.0,1.0,1.0,0.3307958516,0.3393374342,0.0561248064,0.05346482992
3,1.0,0.0,0.0,0.0,1.0,1.0,0.339110379,0.3420906894,0.05882132053,0.05504375696
4,1.0,0.0,0.0,0.0,1.0,1.0,0.3388732347,0.3442895328,0.05843031406,0.05546844006
5,1.0,0.0,0.0,0.0,1.0,1.0,0.339711936,0.3348824182,0.06550258398,0.06107240915
6,1.0,0.0,0.0,0.0,1.0,1.0,0.3430428283,0.3447550398,0.06620174646,0.06301891804
7,1.0,0.0,0.0,0.0,1.0,1.0,0.3469822939,0.3471745681,0.06567311287,0.06221663952
8,1.0,0.0,0.0,0.0,1.0,1.0,0.3499731508,0.3508679077,0.06463116407,0.06152385473
9,1.0,0.0,0.0,0.0,1.0,1.0,0.3488777823,0.3538948796,0.06575244665,0.06321126223
10,1.0,0.0,0.0,0.0,1.0,1.0,0.3520370273,0.3535932304,0.0660058856,0.06310808659
11,1.0,0.0,0.0,0.0,1.0,1.0,0.3491200337,0.361805179,0.06578493118,0.06514000893
12,1.0,0.0,0.0,0.0,1.0,1.0,0.3566974091,0.3846772503,0.06632167101,0.06856441498
13,1.0,0.0,0.0,0.0,1.0,1.0,0.354363126,0.3788499615,0.06669986248,0.06799507141
14,1.0,0.0,0.0,0.0,1.0,1.0,0.346427063,0.3675483144,0.06220930815,0.06314241886
15,1.0,0.0,0.0,0.0,1.0,1.0,0.3505898096,0.3675484863,0.0617685914,0.0623831749
16,1.0,0.0,0.0,0.0,1.0,1.0,0.3581916423,0.376153976,0.06314963102,0.06376576424
