frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyelid_gap_ratio,right_eyelid_gap_ratio
0,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3435066821,0.4329380534,0.05978679657,0.05352348089
1,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3462119179,0.4309522488,0.06002008915,0.05322539806
2,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3473468345,0.4332445273,0.05996096134,0.05345582962
3,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.339711827,0.432938212,0.059040308,0.0536211729
4,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3402354273,0.4283322834,0.05887383223,0.05264681578
5,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3403058538,0.4303150728,0.05872881413,0.0530269742
6,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3375821149,0.4233744943,0.05730420351,0.05165839195
7,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3409075567,0.4263669374,0.0578687191,0.05250525475
8,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3304209583,0.4141833002,0.05673760176,0.05168181658
9,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3417033696,0.4283325146,0.05903738737,0.05321681499
10,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.326740444,0.4171777928,0.05626022816,0.05157190561
11,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3347490951,0.4286495191,0.05790305138,0.05347025394
12,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3315377917,0.4235301224,0.05831003189,0.05349802971
13,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.336366123,0.4242074753,0.05819875002,0.05318641663
14,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3352968163,0.4286499035,0.05789512396,0.05371999741
15,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3406457449,0.428963976,0.05926036835,0.05422884226
16,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3368904846,0.4283324992,0.05796837807,0.05299967527
17,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3368723165,0.426752778,0.05856400728,0.05356806517
18,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3219892697,0.4086605816,0.05638438463,0.0513600111
19,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3389827009,0.4270743826,0.05870938301,0.05347239971
20,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3326117405,0.4238703564,0.05731123686,0.05260449648
21,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3422086709,0.4311753005,0.05962026119,0.0543269515
22,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3379292545,0.4289641605,0.05899876356,0.05398947001
23,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3433075121,0.4289643047,0.05903100967,0.05351412296
24,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3390392768,0.4264287702,0.05873048306,0.05344194174
25,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3406098369,0.4308708758,0.05938237906,0.05408537388
26,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3315458093,0.4216394217,0.05687230825,0.05192685127
27,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3331474175,0.4302526171,0.05742663145,0.05326521397
28,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3444677138,0.4372557328,0.05928713083,0.0545552969
29,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3353069389,0.4299397736,0.05812734365,0.05363440514
30,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3418714887,0.4257713181,0.05876177549,0.05341976881
31,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3320673941,0.4238706295,0.05708801746,0.05291086435
32,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3309735294,0.4186849639,0.05635082722,0.05163174868
33,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3304343344,0.4212896535,0.0571256876,0.05290460587
34,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3304210802,0.4168079036,0.05656135082,0.05208128691
35,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3374950538,0.4261014571,0.05790382624,0.05342817307
36,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3298808614,0.4100847558,0.05644392967,0.05113488436
