frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_pupil_rel_x,left_pupil_rel_y,right_pupil_rel_x,right_pupil_rel_y
0,1.0,0.0,0.0,0.0,1.0,1.0,0.3334528318,0.2728635658,0.2410632111,0.648351512,0.3619048736,0.610465151
1,1.0,0.0,0.0,0.0,1.0,1.0,0.3418652401,0.2786906601,0.2476636393,0.6502732714,0.3653845787,0.6034479614
2,1.0,0.0,0.0,0.0,1.0,1.0,0.3238308287,0.2555206918,0.2179362684,0.6726193987,0.3300970998,0.6139232886
3,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3431215675,0.2621485717,0.2195608194,0.6627905794,0.331147422,0.6249995445
4,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3368906616,0.2465288862,0.2042899952,0.6484856898,0.31,0.6283781169
5,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3400588657,0.2556712568,0.2022821004,0.6646342192,0.3089700651,0.6168832573
6,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3447811492,0.2540669448,0.2084656349,0.6625764904,0.3131312967,0.6092713279
7,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3445613864,0.2524013605,0.2034261315,0.6645963999,0.3084745951,0.6174496383
8,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3554547953,0.259751741,0.189901278,0.6604933006,0.2943201825,0.6158941477
9,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3704921508,0.2673123923,0.1964484361,0.6586826139,0.2981260619,0.6242045508
10,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3598430752,0.2702573784,0.187705849,0.6646343162,0.2891156375,0.6226420065
11,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3798980443,0.2802486799,0.2011048884,0.6569772769,0.3040539466,0.6204822346
12,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3695796293,0.262652075,0.1995491346,0.6585360705,0.2969282705,0.6298696595
13,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3894222644,0.2831186417,0.2027027717,0.641618385,0.3003411936,0.6144572299
14,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4133288573,0.291018936,0.2451976267,0.6448090755,0.3477535053,0.6171427193
15,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4422111914,0.3260471375,0.3173185005,0.641414461,0.4229506861,0.6080402261
16,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4484102413,0.332056553,0.3258927095,0.6467664746,0.4402616548,0.6059116343
17,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4554979502,0.3445789605,0.3307521453,0.6456312224,0.4477122455,0.6018957926
18,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.454390951,0.3473469471,0.3224044159,0.6442304531,0.4393441584,0.5990561299
19,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4478018316,0.3489080445,0.3170997412,0.637680797,0.4323003172,0.5934574527
20,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4451478372,0.3439112629,0.321199182,0.6394233026,0.4345718433,0.6009392728
21,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4408676249,0.3444678871,0.3319056683,0.6359221136,0.4466019019,0.5915488176
22,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4257473611,0.3369640942,0.2843449903,0.6499996627,0.4042552185,0.5970870017
23,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4237462938,0.3358917519,0.2783725587,0.6565657642,0.4036241632,0.6029414253
24,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4098657699,0.3298811642,0.2786541876,0.6666663279,0.4084966464,0.6089106531
25,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4170330674,0.3293978964,0.2764644558,0.6551720075,0.4083599453,0.6
26,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4233890713,0.3454661629,0.2810591412,0.6538457175,0.4115755688,0.6046511415
27,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4125949945,0.3379066558,0.2765531094,0.6504857203,0.4063491095,0.5962440122
28,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3973681164,0.3187322791,0.2811245733,0.6515153599,0.4102564902,0.6030152915
29,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.4025393803,0.3257674957,0.2793682699,0.6421565955,0.414556968,0.5970878091
30,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.392707954,0.3200104683,0.284872185,0.6450000454,0.4132492184,0.6059108601
31,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3935122423,0.3210229974,0.2908913195,0.6517406942,0.4145568665,0.6009857794
32,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.3938978229,0.3214764636,0.2823530036,0.6417904785,0.4140126778,0.6039605141
33,1.0,0.0,0.0,0.0,1.0,1.0,0.383723086,0.3151108492,0.2928501006,0.6428568541,0.4235670567,0.5959597779
34,1.0,0.0,0.0,0.0,1.0,1.0,0.3907442415,0.3177140871,0.2927309536,0.6381911547,0.4217253365,0.5979901297
35,1.0,0.0,0.0,0.0,1.0,1.0,0.3843263248,0.3142900364,0.2888889534,0.6432164197,0.4150943099,0.5949994886
36,1.0,0.0,0.0,0.0,1.0,1.0,0.3863226866,0.3180041401,0.2846152925,0.6517409878,0.4106581434,0.5960595729
37,1.0,0.0,0.0,0.0,1.0,1.0,0.3793357901,0.3071532368,0.2782693928,0.6528495085,0.4076433058,0.6010367674
38,1.0,0.0,0.0,0.0,1.0,1.0,0.368060661,0.295362144,0.28501475,0.6595747418,0.4057508707,0.6108118059
39,1.0,0.0,0.0,0.0,1.0,1.0,0.3669823918,0.2985556523,0.2773437542,0.6595746053,0.4025559827,0.6096254141
40,1.0,0.0,0.0,0.0,1.0,1.0,0.363964213,0.3001519214,0.2755599207,0.6577534833,0.4089455088,0.6170209879
41,1.0,0.0,0.0,0.0,1.0,1.0,0.3609895188,0.2950736102,0.279538937,0.659574123,0.3999999355,0.6021507491
42,1.0,0.0,0.0,0.0,1.0,1.0,0.3629094318,0.2988838383,0.3102786117,0.6666673923,0.4367087105,0.6084662822
43,1.0,0.0,0.0,0.0,1.0,1.0,0.3704496633,0.3061782379,0.2992278755,0.6458332464,0.4349207681,0.5958546265
44,1.0,0.0,0.0,0.0,1.0,1.0,0.3834516219,0.3160228267,0.3048433452,0.6485149099,0.4361370157,0.6009851831
45,1.0,0.0,0.0,0.0,1.0,1.0,0.372192907,0.3144661875,0.3081285858,0.6548216399,0.4267915379,0.599009617
46,1.0,0.0,0.0,0.0,1.0,1.0,0.3671029274,0.3042464584,0.3134616154,0.6596863591,0.4416403476,0.6062182201
