frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_pupil_rel_x,left_pupil_rel_y,right_pupil_rel_x,right_pupil_rel_y
0,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.2757842603,0.2284907464,0.3907284601,0.5600009313,0.4999998291,0.5755392779
1,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.2596229556,0.2235173861,0.4487857752,0.5528455554,0.5335463425,0.5571435437
2,1.0,-0.7853981853,0.0,0.0,1.0,1.0,0.275926269,0.2247935739,0.420442452,0.5725192613,0.5145631004,0.5971221237
3,1.0,0.0,0.0,0.0,1.0,1.0,0.2770527154,0.2283069792,0.4188912096,0.5703699626,0.5271563,0.5874123552
4,1.0,0.0,0.0,0.0,1.0,1.0,0.2569416376,0.2208442954,0.3967612097,0.6062985525,0.5,0.5985411359
5,1.0,0.0,0.0,0.0,1.0,1.0,0.2520584753,0.2208442186,0.3919843013,0.6124030637,0.5129032793,0.6204382744
6,1.0,0.0,0.0,0.0,1.0,1.0,0.2330108031,0.2146238172,0.4026976045,0.6115694957,0.516025752,0.6343275404
7,1.0,0.0,0.0,0.0,1.0,1.0,0.2372843384,0.2104934643,0.4093066964,0.5999990114,0.5241158918,0.6488549138
8,1.0,0.0,0.0,0.0,1.0,1.0,0.2358130489,0.2139377452,0.400921686,0.6250012421,0.5303513458,0.6343279214
9,1.0,0.0,0.0,0.0,1.0,1.0,0.2377446567,0.2162253555,0.3924977071,0.6230771702,0.5192307757,0.6370372318
10,1.0,0.0,0.0,0.0,1.0,1.0,0.2239338445,0.2053868546,0.392102865,0.6393449649,0.5145630707,0.6456681631
11,1.0,0.0,0.0,0.0,1.0,1.0,0.2255619398,0.206336309,0.4036697274,0.6422760524,0.5322579134,0.656249848
12,1.0,0.0,0.0,0.0,1.0,1.0,0.2231143146,0.2031123732,0.3943275069,0.6475411255,0.5193550222,0.6587300523
13,1.0,0.0,0.0,0.0,1.0,1.0,0.2261181585,0.2102385698,0.3954750882,0.6240006773,0.5177993582,0.6307685186
14,1.0,0.0,0.0,0.0,1.0,1.0,0.2273095803,0.2092985852,0.4079421769,0.6190471546,0.5292208256,0.6356597024
15,1.0,0.0,0.0,0.0,1.0,1.0,0.2325121196,0.2167075106,0.4066726933,0.6279081011,0.5275079035,0.6343282772
16,1.0,0.0,0.0,0.0,1.0,1.0,0.2389388154,0.216225454,0.4076718095,0.6268662565,0.5256409782,0.6518508377
17,1.0,0.0,0.0,0.0,1.0,1.0,0.2331734262,0.2153141198,0.4122885881,0.6183206965,0.5305467509,0.6417913961
18,1.0,0.0,0.0,0.0,1.0,1.0,0.2294681256,0.2132359092,0.4098655613,0.6171876575,0.5211726316,0.641221349
19,1.0,0.0,0.0,0.0,1.0,1.0,0.2241064613,0.2097191218,0.4032550294,0.6451600759,0.5114753973,0.6406246374
20,1.0,0.0,0.0,0.0,1.0,1.0,0.2209006259,0.210408678,0.415992829,0.6504072202,0.5263158976,0.6406252543
21,1.0,0.0,0.0,0.0,1.0,1.0,0.2169190807,0.2071211741,0.3991030855,0.6528935004,0.5098684289,0.642858559
22,1.0,0.0,0.0,0.0,1.0,1.0,0.2084400772,0.201207879,0.3992869075,0.6495731958,0.5115510409,0.6311486296
23,1.0,0.0,0.0,0.0,1.0,1.0,0.209936633,0.2079376768,0.4075404253,0.6324782485,0.5134228256,0.6129039096
24,1.0,0.0,0.0,0.0,1.0,1.0,0.2149338695,0.2105848203,0.4175627261,0.6333330504,0.5250837179,0.6507932402
25,1.0,0.0,0.0,0.0,1.0,1.0,0.2191290476,0.2196760457,0.4188948857,0.6341466279,0.5335570087,0.6259536814
26,1.0,0.0,0.0,0.0,1.0,1.0,0.2222925347,0.2232085159,0.4150613406,0.6220482447,0.523333395,0.6417904378
27,1.0,0.0,0.0,0.0,1.0,1.0,0.2226780401,0.2266944305,0.4203655352,0.625,0.5264898413,0.6350362173
28,1.0,0.0,0.0,0.0,1.0,1.0,0.2169333016,0.2226479797,0.409129973,0.6111115794,0.5247526591,0.6222220474
29,1.0,0.0,0.0,0.0,1.0,1.0,0.2163741594,0.2257873019,0.4037799973,0.6190475394,0.5182721659,0.6249998062
30,1.0,0.0,0.0,0.0,1.0,1.0,0.2087121594,0.2200756738,0.4006790722,0.6178853279,0.5099339159,0.6390974047
31,1.0,0.0,0.0,0.0,1.0,1.0,0.2019247588,0.2283493298,0.4006791856,0.6218498129,0.5198676071,0.6449276824
32,1.0,0.0,0.0,0.0,1.0,1.0,0.2113879196,0.2275955245,0.4027072371,0.6079997524,0.5115511212,0.6304353581
33,1.0,0.0,0.0,0.0,1.0,1.0,0.209533524,0.2310183718,0.3993344187,0.5952381768,0.5180329005,0.6241126607
34,1.0,0.0,0.0,0.0,1.0,1.0,0.2019074901,0.2296014918,0.3417507902,0.6583334083,0.4527027864,0.6470586368
35,1.0,0.0,0.0,0.0,1.0,1.0,0.2067811839,0.2320740277,0.2817493784,0.650407188,0.400000073,0.6277373067
36,1.0,0.0,0.0,0.0,1.0,1.0,0.2073673561,0.2359793567,0.2329932329,0.6475399568,0.3506947156,0.6323536757
37,1.0,0.0,0.0,0.0,1.0,1.0,0.2150061805,0.2378807548,0.2420167206,0.6484370539,0.3630136004,0.6258986687
38,1.0,0.0,0.0,0.0,1.0,1.0,0.2122100548,0.239376993,0.2448629381,0.6451610165,0.3531469085,0.6131384842
39,1.0,0.0,0.0,0.0,1.0,1.0,0.217530564,0.2367099796,0.244215931,0.6456685669,0.3543861549,0.6296294007
40,1.0,0.0,0.0,0.0,1.0,1.0,0.2268725224,0.2419700974,0.2450559275,0.6287881843,0.3543861208,0.6304360908
41,1.0,0.0,0.0,0.0,1.0,1.0,0.2304437303,0.2403502267,0.2450896217,0.6370364482,0.3564014835,0.6258990627
42,1.0,0.0,0.0,0.0,1.0,1.0,0.223243301,0.2318292323,0.2491408616,0.6307696065,0.3745701582,0.6296300361
43,1.0,0.0,0.0,0.0,1.0,1.0,0.2041779786,0.2285415335,0.3047210324,0.6470580905,0.4266210753,0.6417907144
44,1.0,0.0,0.0,0.0,1.0,1.0,0.1691627165,0.2112221336,0.4041450419,0.6326531052,0.515464052,0.6504069921
45,1.0,0.0,0.0,0.0,1.0,1.0,0.1244921061,0.1904531107,0.4596491101,0.6760548597,0.55244756,0.6697249275
46,1.0,0.0,0.0,0.0,1.0,1.0,0.1006383058,0.1700806039,0.5052083243,0.6379283384,0.5894736064,0.6907208649
47,1.0,0.0,0.0,0.0,1.0,1.0,0.1184907028,0.1707229303,0.5154639563,0.6521725999,0.5729534491,0.6562504749
48,1.0,0.0,0.0,0.0,1.0,1.0,0.1307217466,0.1747277315,0.5198674888,0.6329100699,0.5979020203,0.6600009735
49,1.0,0.0,0.0,0.0,1.0,1.0,0.1361365813,0.178847488,0.5415281909,0.6341451477,0.617543731,0.6372552877
50,1.0,0.0,0.0,0.0,1.0,1.0,0.1528751956,0.1917944629,0.5411185431,0.6666674278,0.6267605686,0.6605506017
51,1.0,0.0,0.0,0.0,1.0,1.0,0.1468772647,0.1846793708,0.5422296184,0.6781605134,0.6195651569,0.6666666667
52,1.0,0.0,0.0,0.0,1.0,1.0,0.1518351804,0.1883006143,0.5459097752,0.681319427,0.623188206,0.7019225821
53,1.0,0.0,0.0,0.0,1.0,1.0,0.1546559341,0.191921831,0.5357735983,0.6881709324,0.6195651418,0.6886798152
54,1.0,0.0,0.0,0.0,1.0,1.0,0.1514804489,0.1864899222,0.5469522015,0.6521734069,0.6340579794,0.6699037202
55,1.0,0.0,0.0,0.0,1.0,1.0,0.1397248529,0.1787321252,0.5460526177,0.6588222847,0.6313869582,0.6632654845
56,1.0,0.0,0.0,0.0,1.0,1.0,0.1526243938,0.1933225442,0.5599343091,0.6559133134,0.6423358855,0.660377624
57,1.0,0.0,0.0,0.0,1.0,1.0,0.1514808135,0.1951466159,0.5584843079,0.6521744205,0.6423359065,0.6542060201
58,1.0,0.0,0.0,0.0,1.0,1.0,0.1553962728,0.2050136188,0.5531915691,0.6315777379,0.6336995649,0.6428558898
59,1.0,0.0,0.0,0.0,1.0,1.0,0.1536359489,0.2056610089,0.542071179,0.6421046697,0.6317692615,0.6403519818
60,1.0,0.0,0.0,0.0,1.0,1.0,0.1546368176,0.2064065765,0.5407166828,0.6315789474,0.6195654903,0.6403508772
61,1.0,0.0,0.0,0.0,1.0,1.0,0.1525124822,0.1984707456,0.5487012959,0.6595749456,0.620567478,0.6607140503
62,1.0,0.0,0.0,0.0,1.0,1.0,0.1531401085,0.1991772843,0.558064502,0.6526306275,0.6192170606,0.6696422728
63,1.0,0.0,0.0,0.0,1.0,1.0,0.1480656417,0.1977315285,0.5394524174,0.6521735125,0.604316396,0.6636370817
64,1.0,0.0,0.0,0.0,1.0,1.0,0.1551134583,0.2073311857,0.5456000766,0.6391749383,0.6170214951,0.6495727593
65,1.0,0.0,0.0,0.0,1.0,1.0,0.1580590342,0.203786694,0.5623003563,0.6161614376,0.6312057425,0.6434790714
66,1.0,0.0,0.0,0.0,1.0,1.0,0.1586416475,0.2111500199,0.5539682611,0.6399997376,0.6267608018,0.649999089
67,1.0,0.0,0.0,0.0,1.0,1.0,0.1628123445,0.2136615036,0.5580645502,0.6237627132,0.6254418985,0.6198350042
68,1.0,0.0,0.0,0.0,1.0,1.0,0.1619841913,0.2080690059,0.5429497911,0.6500007481,0.6227758575,0.6239317176
69,1.0,0.0,0.0,0.0,1.0,1.0,0.1574681619,0.2154593387,0.4517684012,0.6938774619,0.536231856,0.6470593526
70,1.0,0.0,0.0,0.0,1.0,1.0,0.1775007667,0.2238892847,0.4271999487,0.7027026513,0.5125446715,0.6719985819
71,1.0,0.0,0.0,0.0,1.0,1.0,0.1827104552,0.2314495538,0.4312499984,0.7008550842,0.5298245385,0.6818178053
72,1.0,0.0,0.0,0.0,1.0,1.0,0.1998886103,0.2366169368,0.4267716565,0.6692913386,0.5194345302,0.686566657
73,1.0,0.0,0.0,0.0,1.0,1.0,0.1998881241,0.2328451757,0.4303998881,0.6640001638,0.5161291432,0.6692306052
74,1.0,0.0,0.0,0.0,1.0,1.0,0.1986172341,0.2337980607,0.4308425938,0.6799997943,0.5285714559,0.6793896626
75,1.0,0.0,0.0,0.0,1.0,1.0,0.1976568232,0.2339122286,0.4274321579,0.6774198013,0.5248228056,0.6742425966
76,1.0,0.0,0.0,0.0,1.0,1.0,0.2084822472,0.2393767597,0.4394905469,0.664121617,0.5384615385,0.6715338426
77,1.0,0.0,0.0,0.0,1.0,1.0,0.1911412608,0.2242562585,0.4376013027,0.6864405862,0.5371022755,0.6850387363
78,1.0,0.0,0.0,0.0,1.0,1.0,0.1998885226,0.2271461321,0.4487804987,0.6504072176,0.545454411,0.6692298425
79,1.0,0.0,0.0,0.0,1.0,1.0,0.1777150026,0.2089423026,0.3817291636,0.6880735026,0.4808364057,0.6583341211
80,1.0,0.0,0.0,0.0,1.0,1.0,0.1939215242,0.2209291986,0.3466003329,0.6666660571,0.4456142852,0.6507927074
81,1.0,0.0,0.0,0.0,1.0,1.0,0.2032198707,0.2180912821,0.3383333403,0.6721311475,0.4501716518,0.6535433071
82,1.0,0.0,0.0,0.0,1.0,1.0,0.2057675637,0.2141659968,0.3480392343,0.6349207713,0.4651161871,0.6511625565
83,1.0,0.0,0.0,0.0,1.0,1.0,0.2155986176,0.2160955948,0.3494983406,0.6666666667,0.4662161102,0.6718746306
84,1.0,0.0,0.0,0.0,1.0,1.0,0.2142856299,0.2170503505,0.3567839699,0.6406253182,0.4646463945,0.6666661053
85,1.0,0.0,0.0,0.0,1.0,1.0,0.2196762153,0.2211601788,0.3422818829,0.6412215005,0.4594595288,0.6793887188
86,1.0,0.0,0.0,0.0,1.0,1.0,0.2103201602,0.2187330884,0.3552188845,0.6480002352,0.4713803979,0.6692322401
87,1.0,0.0,0.0,0.0,1.0,1.0,0.2136965102,0.2209989417,0.3519737904,0.6461543613,0.4719473949,0.6791046958
88,1.0,0.0,0.0,0.0,1.0,1.0,0.2068383712,0.2091852977,0.3493376279,0.6400001417,0.4684385663,0.674602798
89,1.0,0.0,0.0,0.0,1.0,1.0,0.2104084939,0.2120525719,0.3503289965,0.6484378371,0.4638158815,0.682169746
90,1.0,0.0,0.0,0.0,1.0,1.0,0.2114522115,0.2080804467,0.3851239784,0.6406239499,0.5049182342,0.6771656689
91,1.0,0.0,0.0,0.0,1.0,1.0,0.2138109993,0.2080805534,0.38805983,0.6434109059,0.508196555,0.6771657793
92,1.0,0.0,0.0,0.0,1.0,1.0,0.2160510564,0.2021525746,0.4009901315,0.6412219156,0.5210356948,0.6720005948
93,1.0,0.0,0.0,0.0,1.0,1.0,0.2065512418,0.2025012059,0.3900000435,0.6532263019,0.5065357886,0.6774189585
