frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyelid_gap_ratio,right_eyelid_gap_ratio,left_pupil_rel_x,left_pupil_rel_y,right_pupil_rel_x,right_pupil_rel_y
0,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2992980865,0.4477267618,0.05171948671,0.04771739244,0.5418894837,0.5952387263,0.5895956861,0.5935483065
1,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3031815158,0.4483212683,0.05402451754,0.04931312799,0.5396824388,0.6046508036,0.5942855006,0.5987257913
2,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3026479464,0.4404321118,0.05294632912,0.04802107811,0.5422535499,0.6162793316,0.5932204965,0.6025643572
3,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3015557831,0.4310776386,0.05414420366,0.04857504368,0.5431034297,0.6228576084,0.6098902726,0.611465187
4,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3027566665,0.444503266,0.05377936363,0.04919594526,0.543889781,0.6136369682,0.6187843965,0.6024842162
5,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3092678564,0.4291389291,0.05434525013,0.04666936398,0.5472027103,0.6271176031,0.6101695658,0.6184203468
6,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2961311447,0.4197660777,0.05203688145,0.04553228617,0.5343915963,0.6249997136,0.5942857457,0.619046871
7,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2957351327,0.4070761873,0.05216693878,0.04556751251,0.5329768042,0.626505914,0.5898876315,0.6068965698
8,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2837921361,0.4173806616,0.04982304573,0.04549062252,0.5273369406,0.6211185177,0.5738638197,0.6054420432
9,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2748031473,0.3986840941,0.04734796286,0.04403048754,0.5323992498,0.6242039259,0.5792350022,0.6164389496
10,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2717781491,0.4008750989,0.04596841335,0.04329925776,0.5333333686,0.6193547383,0.5879121789,0.6164382242
11,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2658275505,0.3868801995,0.0466094017,0.04358273745,0.528497537,0.6103895772,0.5806454344,0.6180550522
12,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.266974371,0.3955007457,0.04681581259,0.0444149375,0.5342466685,0.6217949452,0.5882351692,0.614864747
13,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2780018405,0.3928290436,0.04821145535,0.04347908497,0.5392492424,0.6134976151,0.5935829741,0.632653285
14,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2810927723,0.3965177324,0.04876357317,0.04394745827,0.5590278261,0.6172845693,0.6086955586,0.616438542
15,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.2785899593,0.3862707122,0.04790890217,0.0428186059,0.5418118201,0.618750451,0.5891892357,0.629370094
