frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyelid_gap_ratio,right_eyelid_gap_ratio,left_pupil_rel_x,left_pupil_rel_y,right_pupil_rel_x,right_pupil_rel_y
0,1.0,0.0,0.0,0.0,1.0,1.0,0.3066279142,0.2907786692,0.05168795586,0.04665893316,0.4859039222,0.5783781914,0.6097560794,0.6347298887
1,1.0,0.0,0.0,0.0,1.0,1.0,0.3139691407,0.2904949749,0.05437922478,0.04783093929,0.4819078316,0.5811524752,0.6124568902,0.6428576769
2,1.0,0.0,0.0,0.0,1.0,1.0,0.2993338138,0.280331157,0.04951089621,0.04428470135,0.4775374415,0.5777777778,0.6132403945,0.6397518621
3,1.0,0.0,0.0,0.0,1.0,1.0,0.3046874993,0.2785902515,0.04970836639,0.04369968176,0.4840870939,0.5769238148,0.6132402367,0.6375001875
4,1.0,0.0,0.0,0.0,1.0,1.0,0.3006723875,0.2724172203,0.04980736971,0.04368579388,0.4840335406,0.5754192351,0.6111109872,0.6496808682
5,1.0,0.0,0.0,0.0,1.0,1.0,0.3113837672,0.2758877269,0.05144715309,0.04397904873,0.4639865791,0.5913976875,0.5937501753,0.6477977789
6,1.0,0.0,0.0,0.0,1.0,1.0,0.3270599859,0.2922245661,0.05452460051,0.0467749238,0.4551495213,0.5837559345,0.5813148286,0.6390533072
7,1.0,0.0,0.0,0.0,1.0,1.0,0.3270901739,0.2922243372,0.05459058285,0.04659497738,0.4528925623,0.5858585969,0.5778545678,0.6508863629
8,1.0,0.0,0.0,0.0,1.0,1.0,0.3298489097,0.2946630712,0.05451267958,0.04660832882,0.4438944684,0.5900001203,0.5724137593,0.6374280972
9,1.0,0.0,0.0,0.0,1.0,1.0,0.32486013,0.2860472948,0.05308538675,0.04496008158,0.4344942459,0.581632,0.5551726701,0.6506028728
10,1.0,0.0,0.0,0.0,1.0,1.0,0.322188833,0.2872544749,0.05324488878,0.04591006041,0.444078813,0.5765301953,0.5680272515,0.6331365556
11,1.0,0.0,0.0,0.0,1.0,1.0,0.3194263532,0.2814127089,0.0526458621,0.04477608204,0.448105482,0.5773194709,0.5802046337,0.6363638784
12,1.0,0.0,0.0,0.0,1.0,1.0,0.3265174345,0.2857990061,0.05482560396,0.04647648335,0.4461028684,0.5939079451,0.5753424658,0.6287432061
13,1.0,0.0,0.0,0.0,1.0,1.0,0.3287421993,0.2840880241,0.0538905859,0.0449539423,0.4512396953,0.5829147007,0.5821916983,0.6325294815
14,1.0,0.0,0.0,0.0,1.0,1.0,0.3370019488,0.2940535132,0.05506813526,0.04669994116,0.4446279816,0.578431415,0.5748300596,0.6184966081
15,1.0,0.0,0.0,0.0,1.0,1.0,0.3364788098,0.2892217728,0.05491262674,0.04594171047,0.4516666508,0.5742569314,0.5787669986,0.6094678855
16,1.0,0.0,0.0,0.0,1.0,1.0,0.3409860746,0.2823767651,0.05526930094,0.04492336512,0.45546223,0.5714288796,0.5821916833,0.6242428906
17,1.0,0.0,0.0,0.0,1.0,1.0,0.343714564,0.289668865,0.05592155457,0.04642033577,0.4524206951,0.5825243443,0.5796609463,0.6257312495
18,1.0,0.0,0.0,0.0,1.0,1.0,0.3442894785,0.2872544282,0.05502229929,0.04513961077,0.4113712524,0.5776696663,0.5408162956,0.6153843107
19,1.0,0.0,0.0,0.0,1.0,1.0,0.3403058098,0.2826702494,0.05664891005,0.04619908333,0.3983470796,0.5679616503,0.5353536569,0.5952377266
20,1.0,0.0,0.0,0.0,1.0,1.0,0.343930672,0.2747603968,0.05406230688,0.04282158613,0.4037478344,0.5742573166,0.5292094051,0.6062508787
21,1.0,0.0,0.0,0.0,1.0,1.0,0.3561036491,0.2870015355,0.05755877495,0.04615557194,0.4033614778,0.5754714832,0.5337838213,0.5941174799
22,1.0,0.0,0.0,0.0,1.0,1.0,0.3559653731,0.2892217684,0.05670446157,0.04607236385,0.4041095436,0.5865381886,0.5376712021,0.6094679455
23,1.0,0.0,0.0,0.0,1.0,1.0,0.3602840084,0.2904952144,0.0578352809,0.04671311378,0.4142115048,0.5817306751,0.5467129156,0.607142128
24,1.0,0.0,0.0,0.0,1.0,1.0,0.3552025054,0.2793576409,0.05625933409,0.04440069199,0.411149793,0.578431466,0.5312497891,0.6024848306
25,1.0,0.0,0.0,0.0,1.0,1.0,0.3693209634,0.2808774582,0.05807244778,0.0448616147,0.4605955077,0.5734603723,0.5827584135,0.6012265945
26,1.0,0.0,0.0,0.0,1.0,1.0,0.3825026204,0.2902159545,0.06012105942,0.0468223691,0.4744267375,0.5760372136,0.6013745514,0.603549874
27,1.0,0.0,0.0,0.0,1.0,1.0,0.378791761,0.2853079027,0.0592366457,0.04588758945,0.4697509551,0.5774642644,0.6020759207,0.6060613146
28,1.0,0.0,0.0,0.0,1.0,1.0,0.3800696042,0.2710348935,0.05895197392,0.0436680913,0.4630281869,0.5787038067,0.5898304897,0.6062495479
29,1.0,0.0,0.0,0.0,1.0,1.0,0.3865438748,0.2817221591,0.06046849489,0.04575997591,0.4651567538,0.5810804017,0.5973151949,0.6130945325
30,1.0,0.0,0.0,0.0,1.0,1.0,0.3899403034,0.2994901413,0.0619186759,0.04880976677,0.4604570136,0.5855858024,0.599314922,0.5999997558
31,1.0,0.0,0.0,0.0,1.0,1.0,0.3906268802,0.2906543474,0.06196653843,0.04773104191,0.4647888038,0.5945945946,0.6020408385,0.596491732
32,1.0,0.0,0.0,0.0,1.0,1.0,0.3843331265,0.2896685602,0.06161284447,0.04810863733,0.4609306013,0.5890410296,0.5932203268,0.6081877866
33,1.0,0.0,0.0,0.0,1.0,1.0,0.3976560729,0.2889542939,0.06390374899,0.0482828021,0.460654191,0.5955553773,0.5884354931,0.6058828395
34,1.0,0.0,0.0,0.0,1.0,1.0,0.3969416599,0.2916461459,0.06274271011,0.04789733887,0.4592199317,0.5937502375,0.5938568721,0.5964914682
35,1.0,0.0,0.0,0.0,1.0,1.0,0.3962849138,0.2793052703,0.0625910759,0.04577147961,0.4724890879,0.599118754,0.6026934741,0.6024093718
36,1.0,0.0,0.0,0.0,1.0,1.0,0.3941710025,0.2785607004,0.06204682589,0.04550099373,0.4688869937,0.6044441114,0.6013514598,0.6060612015
37,1.0,0.0,0.0,0.0,1.0,1.0,0.4018829297,0.2910831493,0.06332868338,0.04784214497,0.4714662208,0.5982537067,0.6026936845,0.6069372011
38,1.0,0.0,0.0,0.0,1.0,1.0,0.3920412037,0.2759398387,0.06314665079,0.04643964767,0.472295536,0.5964122047,0.6026938495,0.609756035
39,1.0,0.0,0.0,0.0,1.0,1.0,0.3980231563,0.2843529758,0.06165134907,0.04589903355,0.4789472611,0.5947137203,0.6094277698,0.6094670791
40,1.0,0.0,0.0,0.0,1.0,1.0,0.396645266,0.2857935782,0.06199461222,0.04649597406,0.483028741,0.5964905196,0.6120403825,0.6081866697
41,1.0,0.0,0.0,0.0,1.0,1.0,0.3897738635,0.2796451294,0.06173115969,0.04616177082,0.4823122116,0.6017696637,0.6125829584,0.6153840194
42,1.0,0.0,0.0,0.0,1.0,1.0,0.3880994588,0.2838947356,0.0607419014,0.04595959187,0.4793814546,0.5929200848,0.6146180344,0.6140357475
43,1.0,0.0,0.0,0.0,1.0,1.0,0.3821145687,0.2813002369,0.06037944555,0.04562008381,0.4749363433,0.5822226873,0.6059603258,0.6117643831
44,1.0,0.0,0.0,0.0,1.0,1.0,0.3848675444,0.2750143456,0.06036275625,0.04459232092,0.4796182598,0.5900896497,0.6174494523,0.6097562606
45,1.0,0.0,0.0,0.0,1.0,1.0,0.3740503798,0.2872149057,0.0589017868,0.04610860348,0.4784081526,0.5927598238,0.6112956182,0.6069361173
46,1.0,0.0,0.0,0.0,1.0,1.0,0.3822908161,0.2930566204,0.06158685684,0.04777812958,0.4854203103,0.5874439635,0.6135593307,0.6069370147
47,1.0,0.0,0.0,0.0,1.0,1.0,0.3726733743,0.2817219258,0.05966216326,0.04556018114,0.4830508198,0.5818185451,0.6140940389,0.6011907799
48,1.0,0.0,0.0,0.0,1.0,1.0,0.3736389399,0.2951374976,0.06018865108,0.04750317335,0.473595972,0.5874432312,0.6107383594,0.6022728556
49,1.0,0.0,0.0,0.0,1.0,1.0,0.3775294565,0.2954433759,0.06109148264,0.04772776365,0.485666233,0.5892862544,0.6148649446,0.5999995005
50,1.0,0.0,0.0,0.0,1.0,1.0,0.358513596,0.2808778511,0.05791372061,0.04452806711,0.4873096287,0.5801883637,0.6137930957,0.6012272156
51,1.0,0.0,0.0,0.0,1.0,1.0,0.3649553629,0.2933518291,0.06035649776,0.04762077332,0.4790620748,0.5825694687,0.6075084973,0.5930227901
52,1.0,0.0,0.0,0.0,1.0,1.0,0.3564675639,0.2795048499,0.05986052752,0.04615414143,0.4733333392,0.5700935882,0.6033900618,0.6181822408
53,1.0,0.0,0.0,0.0,1.0,1.0,0.368822044,0.3021962361,0.06041771173,0.04828023911,0.476111952,0.5669640435,0.611486552,0.6089384302
54,1.0,0.0,0.0,0.0,1.0,1.0,0.3481389256,0.2772426179,0.05674129725,0.04398131371,0.4350000375,0.5741632273,0.5650683259,0.6049379035
55,1.0,0.0,0.0,0.0,1.0,1.0,0.3404508724,0.2741522638,0.05469238758,0.04277914762,0.396290064,0.5792078345,0.5208333413,0.6012651261
