frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyelid_gap_ratio,right_eyelid_gap_ratio,left_pupil_rel_x,left_pupil_rel_y,right_pupil_rel_x,right_pupil_rel_y
0,1.0,0.0,0.0,0.0,1.0,1.0,0.1708446552,0.1445183498,0.0271897316,0.022567451,0.5299144715,0.4599993862,0.5540069194,0.5301213093
1,1.0,0.0,0.0,0.0,1.0,1.0,0.1617982625,0.1430234739,0.02602386475,0.02249979973,0.5295110584,0.4791666667,0.5586207027,0.5421686747
2,1.0,0.0,0.0,0.0,1.0,1.0,0.1614744642,0.1383309282,0.02591121197,0.02181994915,0.5238095327,0.4736840895,0.5501730091,0.5125000683
3,1.0,0.0,0.0,0.0,1.0,1.0,0.166290873,0.1417890817,0.0265314579,0.02219974995,0.5297113565,0.4795922035,0.5536333524,0.524389851
4,1.0,0.0,0.0,0.0,1.0,1.0,0.1625802001,0.138811241,0.02565133572,0.0216011405,0.5291096638,0.4842108198,0.5555555981,0.5250008968
5,1.0,0.0,0.0,0.0,1.0,1.0,0.1545528672,0.1275511333,0.02456963062,0.01992869377,0.4639175896,0.4333325247,0.4860141167,0.4109610346
6,1.0,0.0,0.0,0.0,1.0,1.0,0.1513785027,0.1327928098,0.02405077219,0.02077108622,0.473321886,0.4318186887,0.4930071342,0.3815789096
7,1.0,0.0,0.0,0.0,1.0,1.0,0.1487061255,0.1324346528,0.02346771955,0.02046597004,0.4688581882,0.4767438021,0.4876325361,0.4266663172
8,1.0,0.0,0.0,0.0,1.0,1.0,0.1506007354,0.1310457619,0.02413535118,0.02056992054,0.4743150123,0.4659096522,0.496503292,0.4399981455
9,1.0,0.0,0.0,0.0,1.0,1.0,0.1538934221,0.1284491147,0.02431690693,0.01994526386,0.4740484736,0.4606735789,0.4964790557,0.4383550591
10,1.0,0.0,0.0,0.0,1.0,1.0,0.1516393862,0.1319684859,0.02431595325,0.02072381973,0.4775861566,0.3977262142,0.492957832,0.3733318377
11,1.0,0.0,0.0,0.0,1.0,1.0,0.1499164853,0.1262452306,0.02366346121,0.01958352327,0.4810345301,0.4942532499,0.4947370443,0.4583314311
12,1.0,0.0,0.0,0.0,1.0,1.0,0.1520521285,0.1345400007,0.02412086725,0.02086853981,0.4666666792,0.4494379524,0.486014205,0.4285722446
13,1.0,0.0,0.0,0.0,1.0,1.0,0.1560022077,0.1327927678,0.02490031719,0.02079582214,0.4768439649,0.4615399346,0.4965033501,0.4210509722
14,1.0,0.0,0.0,0.0,1.0,1.0,0.1517923783,0.1340715073,0.02435004711,0.02106690407,0.477815804,0.4382022197,0.4982579322,0.41558493
