frame_index,face_detected,yaw,pitch,roll,left_eye_valid,right_eye_valid,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyelid_gap_ratio,right_eyelid_gap_ratio,left_pupil_rel_x,left_pupil_rel_y,right_pupil_rel_x,right_pupil_rel_y
0,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3435066821,0.4329380534,0.05978679657,0.05352348089,0.6137479589,0.6142857428,0.7050688911,0.6382983936
1,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3462119179,0.4309522488,0.06002008915,0.05322539806,0.6160130705,0.6132079407,0.7201836788,0.6382974196
2,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3473468345,0.4332445273,0.05996096134,0.05345582962,0.6163934718,0.6132082411,0.70642181,0.6402111859
3,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.339711827,0.432938212,0.059040308,0.0536211729,0.6075534311,0.6183576099,0.7050690424,0.6276591961
4,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3402354273,0.4283322834,0.05887383223,0.05264681578,0.6153846684,0.6105772881,0.7142854372,0.6397850254
5,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3403058538,0.4303150728,0.05872881413,0.0530269742,0.6214875952,0.6213592529,0.7129630212,0.6397844084
6,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3375821149,0.4233744943,0.05730420351,0.05165839195,0.6123127994,0.6256156355,0.7037037037,0.6393449054
7,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3409075567,0.4263669374,0.0578687191,0.05250525475,0.6189683631,0.6048774509,0.7018347158,0.6451608143
8,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3304209583,0.4141833002,0.05673760176,0.05168181658,0.6202945814,0.6188114495,0.7162160097,0.6413040595
9,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3417033696,0.4283325146,0.05903738737,0.05321681499,0.613162205,0.6103284963,0.7142857143,0.62500028
10,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.326740444,0.4171777928,0.05626022816,0.05157190561,0.6073717981,0.6127451292,0.7098212887,0.6363638465
11,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3347490951,0.4286495191,0.05790305138,0.05347025394,0.6121794389,0.6172245258,0.7155556405,0.6321250454
12,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3315377917,0.4235301224,0.05831003189,0.05349802971,0.6070852867,0.6116500388,0.6995517663,0.6349209179
13,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.336366123,0.4242074753,0.05819875002,0.05318641663,0.6183575121,0.6172244737,0.7155553675,0.6335070378
14,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3352968163,0.4286499035,0.05789512396,0.05371999741,0.6241935757,0.615384853,0.7200001141,0.6373059409
15,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3406457449,0.428963976,0.05926036835,0.05422884226,0.6189711322,0.6084906419,0.7256637961,0.6340209868
16,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3368904846,0.4283324992,0.05796837807,0.05299967527,0.6163723812,0.609523643,0.7187502258,0.6354163972
17,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3368723165,0.426752778,0.05856400728,0.05356806517,0.6086260743,0.6113749961,0.7123891893,0.6373053766
18,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3219892697,0.4086605816,0.05638438463,0.0513600111,0.6028707218,0.6089106137,0.7111108055,0.6358697797
19,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3389827009,0.4270743826,0.05870938301,0.05347239971,0.6098725468,0.6056336169,0.7048456808,0.6288659909
20,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3326117405,0.4238703564,0.05731123686,0.05260449648,0.6077169267,0.6086957878,0.7098214865,0.6368415864
21,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3422086709,0.4311753005,0.05962026119,0.0543269515,0.6160001204,0.6074768411,0.707964719,0.6205122579
22,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3379292545,0.4289641605,0.05899876356,0.05398947001,0.6156299898,0.6037733562,0.716814218,0.6237109362
23,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3433075121,0.4289643047,0.05903100967,0.05351412296,0.6195825562,0.6028033797,0.7168142227,0.6185563221
24,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3390392768,0.4264287702,0.05873048306,0.05344194174,0.6173633526,0.6066349076,0.7199998098,0.619792172
25,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3406098369,0.4308708758,0.05938237906,0.05408537388,0.6207999248,0.605633407,0.720000076,0.6237114311
26,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3315458093,0.4216394217,0.05687230825,0.05192685127,0.6025640135,0.6135266764,0.7053570046,0.6296298847
27,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3331474175,0.4302526171,0.05742663145,0.05326521397,0.6231883582,0.6038648246,0.7174890721,0.6145839162
28,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3444677138,0.4372557328,0.05928713083,0.0545552969,0.6245954962,0.5962441928,0.7321424903,0.622449158
29,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3353069389,0.4299397736,0.05812734365,0.05363440514,0.6288492594,0.6086955184,0.7342339824,0.6230368645
30,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3418714887,0.4257713181,0.05876177549,0.05341976881,0.6252044565,0.5885162077,0.7219729706,0.6105262571
31,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3320673941,0.4238706295,0.05708801746,0.05291086435,0.6094003095,0.6048781659,0.7142857825,0.6210520031
32,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3309735294,0.4186849639,0.05635082722,0.05163174868,0.6150080589,0.6059117208,0.7162160268,0.6236561126
33,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3304343344,0.4212896535,0.0571256876,0.05290460587,0.6188925859,0.6059108315,0.7219733773,0.6276588793
34,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3304210802,0.4168079036,0.05656135082,0.05208128691,0.6202945959,0.6039599891,0.7174887507,0.6236554094
35,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3374950538,0.4261014571,0.05790382624,0.05342817307,0.6199020864,0.6038652962,0.7232144046,0.6230365382
36,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3298808614,0.4100847558,0.05644392967,0.05113488436,0.6241830026,0.6039608352,0.7219729934,0.6229506668
37,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3293426748,0.4100848592,0.05684894323,0.05150181055,0.6199021641,0.6089107717,0.7174886807,0.6284145606
38,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3271788262,0.4100849379,0.05658149719,0.05151450634,0.6270358527,0.6069652789,0.7309421083,0.6284158886
39,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3391254841,0.4171778092,0.05820930004,0.05233240128,0.6231647371,0.5961529403,0.723214256,0.625668571
40,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3364135322,0.4212893325,0.0578405261,0.05278646946,0.6241829759,0.6067963516,0.7264575847,0.6223405336
41,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3150054754,0.3911839606,0.05338305235,0.04835218191,0.6138614593,0.6125651644,0.7058820693,0.6300573831
42,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3238781323,0.4029281742,0.05505686998,0.04977363348,0.618658018,0.6060597531,0.720720912,0.620111297
43,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3282236625,0.4078440098,0.05630624294,0.05123871565,0.6075533394,0.6050005187,0.7040361063,0.6208798303
44,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3309627078,0.4119320232,0.05672210455,0.05138683319,0.6196721026,0.6138609284,0.7162161968,0.6284148062
45,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3315064894,0.4141830789,0.05648708344,0.05145353079,0.619047694,0.6089104523,0.7162160736,0.625000724
46,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3429455111,0.4283322356,0.05872166157,0.05368840694,0.617647046,0.6047619434,0.7187500149,0.6197912388
47,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3331472286,0.4175442472,0.0572527051,0.05250489712,0.598374082,0.6097563769,0.706666831,0.6276589706
48,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3320675177,0.4175446067,0.05735552311,0.05259919167,0.5899513157,0.6048784847,0.6888888889,0.6223409801
49,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3255879323,0.4145668066,0.05623370409,0.05175739527,0.5899513255,0.6119402827,0.6950673738,0.6216215905
50,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3385206854,0.4242077373,0.05857902765,0.05327904224,0.5919355173,0.6000002035,0.6977777208,0.6178007191
51,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3260823844,0.4056032671,0.05611741543,0.05078625679,0.5970636813,0.5999995751,0.7040357442,0.6243093145
52,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3304344555,0.4149469446,0.0567997098,0.05204308033,0.5944624703,0.6108373971,0.6964285035,0.6236551381
53,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3401666396,0.422330811,0.05909222364,0.05374580622,0.5996757893,0.6000002017,0.7123894883,0.617800722
54,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3228214132,0.402927866,0.05542558432,0.05010694265,0.6068515541,0.6111118878,0.7072071727,0.6368712492
55,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3228716613,0.4056033201,0.05523383617,0.05023783445,0.5892857283,0.61306614,0.6860984842,0.6298349293
56,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3217716461,0.402928217,0.05408716202,0.04889696836,0.5902438972,0.6060608398,0.6891889569,0.6256986305
57,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3185213957,0.4006770285,0.0545732975,0.04956144094,0.5999999304,0.6122448088,0.7027030543,0.6235960664
58,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3233490167,0.4024899119,0.05432099104,0.04883396626,0.5931372045,0.6111109282,0.6923074278,0.629213058
59,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3217714576,0.4047515709,0.05552071333,0.05019301176,0.595121904,0.6111115286,0.6968324944,0.6256984036
60,1.0,0.7853981853,0.0,0.0,1.0,1.0,0.3261164661,0.4078439135,0.05601483583,0.05071991682,0.5909090081,0.6069657247,0.6905829231,0.6208788174
